Case ID,Case created on,Days Between Start & Completion,Completion Date,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company
604757,10-08-2023,50,19-10-2023,Movin Legal,Keanan Harrison,Keanan Harrison,Head Office,Conveyancing - Purchase,19-10-2023,Not Closed,Movin Legal,Movin Legal
616959,15-08-2023,47,19-10-2023,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS
625734,12-09-2023,27,19-10-2023,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS
626929,15-09-2023,24,19-10-2023,Skipton Building Society,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society
629288,22-09-2023,19,19-10-2023,CAL Integration,Charlie Wood,Charlie Wood,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL
651393,10-10-2023,7,19-10-2023,Direct,Susan Burrell,Susan Burrell,Head Office,Remortgage,N/A,Not Closed,Main Fees,
534551,26-01-2023,191,20-10-2023,Direct,Bradley Hayes,Bradley Hayes,Head Office,Conveyancing - Purchase,18-10-2023,Not Closed,Main Fees,
553518,22-03-2023,152,20-10-2023,SortRefer,Post Completion Team,Gina Fryer,Head Office,Conveyancing - Purchase,N/A,Not Closed,Sort Refer,SortRefer
556141,30-03-2023,146,20-10-2023,SortRefer,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,N/A,Not Closed,Sort Refer,SortRefer
557439,03-04-2023,144,20-10-2023,ReallyMoving Webhook,Post Completion Team,Sharia Murphy,Head Office,Conveyancing - Purchase,19-10-2023,Not Closed,Really Moving ,ReallyMoving
559450,11-04-2023,138,20-10-2023,CAL Integration,Tobi Waddell,Tobi Waddell,Head Office,Conveyancing - Sale,17-10-2023,Not Closed,Conveyancing Alliance,CAL
559649,11-04-2023,138,20-10-2023,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS
561351,17-04-2023,134,20-10-2023,E-Conveyancer,Sophie Darlington,Sophie Darlington,Head Office,Conveyancing - Purchase,19-10-2023,Not Closed,E Conveyancer ,
563229,20-04-2023,131,20-10-2023,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,20-10-2023,Not Closed,E Conveyancer ,ULS
564579,25-04-2023,128,20-10-2023,Legal Marketing Services,Post Completion Team,Ramya Wijewardana,Head Office,Conveyancing - Purchase,12-10-2023,Not Closed,LMS,LMS
567514,03-05-2023,122,20-10-2023,,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Sale,17-10-2023,Not Closed,Main Fees,
567863,03-05-2023,122,20-10-2023,,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Purchase,17-10-2023,Not Closed,LMS,LMS
570633,11-05-2023,116,20-10-2023,CAL Integration,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL
570667,11-05-2023,116,20-10-2023,Legal Marketing Services,Post Completion Team,Gina Fryer,Head Office,Conveyancing - Purchase,09-10-2023,Not Closed,LMS,LMS
572217,16-05-2023,113,20-10-2023,CAL Integration,Post Completion Team,Samantha Williams,Head Office,Conveyancing - Purchase,20-10-2023,Not Closed,Conveyancing Alliance,CAL
572220,16-05-2023,113,20-10-2023,CAL Integration,salepostcompletion@lpropertylawyers.co.uk,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,20-10-2023,Not Closed,Conveyancing Alliance,CAL
572776,17-05-2023,112,20-10-2023,United Legal Services,Simona Ralyte,Simona Ralyte,Head Office,Conveyancing - Purchase,19-10-2023,Not Closed,BM ,BM
575656,24-05-2023,107,20-10-2023,LMS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,27-09-2023,Not Closed,LMS,LMS
577743,31-05-2023,102,20-10-2023,CAL Integration,salepostcompletion@lpropertylawyers.co.uk,Post Completion Team,Head Office,Conveyancing - Sale,17-10-2023,Not Closed,Conveyancing Alliance,CAL
577745,31-05-2023,102,20-10-2023,CAL Integration,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,17-10-2023,Not Closed,Conveyancing Alliance,CAL
578081,01-06-2023,101,20-10-2023,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,18-10-2023,Not Closed,E Conveyancer ,ULS
578422,01-06-2023,101,20-10-2023,,salepostcompletion@lpropertylawyers.co.uk,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,19-10-2023,Not Closed,Main Fees,
578540,02-06-2023,100,20-10-2023,SortRefer,Post Completion Team,Ramya Wijewardana,Head Office,Conveyancing - Purchase,17-10-2023,Not Closed,Sort Refer,SortRefer
578863,02-06-2023,100,20-10-2023,SortRefer,Sonia Bains,Sonia Bains,Head Office,Conveyancing - Purchase,04-08-2023,Not Closed,Sort Refer,SortRefer
578975,02-06-2023,100,20-10-2023,ULS,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,13-10-2023,Not Closed,E Conveyancer ,ULS
579743,06-06-2023,98,20-10-2023,ULS,Post Completion Team,Ramya Wijewardana,Head Office,Conveyancing - Purchase,26-09-2023,Not Closed,E Conveyancer ,ULS
580025,06-06-2023,98,20-10-2023,Movin Legal,Post Completion Team,Ramya Wijewardana,Head Office,Conveyancing - Purchase,12-10-2023,Not Closed,Movin Legal,Movin Legal
581138,08-06-2023,96,20-10-2023,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,18-10-2023,Not Closed,E Conveyancer ,ULS
581951,12-06-2023,94,20-10-2023,Legal Marketing Services,Sophie Darlington,Sophie Darlington,Head Office,Conveyancing - Purchase,04-10-2023,Not Closed,LMS,LMS
581960,12-06-2023,94,20-10-2023,Legal Marketing Services,Sophie Darlington,Sophie Darlington,Head Office,Conveyancing - Sale,04-10-2023,Not Closed,LMS,LMS
582275,12-06-2023,94,20-10-2023,CAL Integration,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL
582367,12-06-2023,94,20-10-2023,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,06-10-2023,Not Closed,E Conveyancer ,ULS
582830,13-06-2023,93,20-10-2023,SortRefer,Julie Bird,Julie Bird,Head Office,Conveyancing - Purchase,N/A,Not Closed,Sort Refer,SortRefer
584022,16-06-2023,90,20-10-2023,SortRefer,Johnathon  Wright,Johnathon  Wright,Head Office,Conveyancing - Purchase,N/A,Not Closed,Sort Refer,SortRefer
585064,20-06-2023,88,20-10-2023,ULS,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,17-10-2023,Not Closed,E Conveyancer ,ULS
585066,20-06-2023,88,20-10-2023,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,17-10-2023,Not Closed,E Conveyancer ,ULS
586047,21-06-2023,87,20-10-2023,ULS,Charlotte Vining,Charlotte Vining,Head Office,Conveyancing - Purchase,N/A,Not Closed,E Conveyancer ,ULS
586477,22-06-2023,86,20-10-2023,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS
587029,23-06-2023,85,20-10-2023,Panel: Local Conveyancing Quote,Post Completion Team,Ramya Wijewardana,Head Office,Conveyancing - Purchase,N/A,Not Closed,LCQ,Local Conveyancing Quote
588542,28-06-2023,82,20-10-2023,TM Connect,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sequence re-mortgage STANDARD (CDPL Limited) ,Conveyancing Direct Property Law 
588954,29-06-2023,81,20-10-2023,Movin Legal,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,18-10-2023,Not Closed,Movin Legal,Movin Legal
588955,29-06-2023,81,20-10-2023,Movin Legal,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,18-10-2023,Not Closed,Movin Legal,Movin Legal
589170,30-06-2023,80,20-10-2023,Legal Marketing Services,Post Completion Team,Ramya Wijewardana,Head Office,Conveyancing - Purchase,18-10-2023,Not Closed,LMS,LMS
590445,04-07-2023,78,20-10-2023,Thornley Groves,George  Bokuchava,Krisella Lyons,Head Office,Conveyancing - Purchase,29-08-2023,Not Closed,Thornley Groves,Thornley Groves
591669,07-07-2023,75,20-10-2023,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,20-10-2023,Not Closed,E Conveyancer ,ULS
592571,10-07-2023,74,20-10-2023,Conveyancing Plus ,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,18-10-2023,Not Closed,Conveyancer Plus,Conveyancer Plus
592994,11-07-2023,73,20-10-2023,Conveyancing Plus ,Simona Ralyte,Simona Ralyte,Head Office,Conveyancing - Purchase,N/A,Not Closed,Conveyancer Plus,Conveyancer Plus
593113,11-07-2023,73,20-10-2023,,Amy  Sutton,Amy  Sutton,Head Office,Conveyancing - Sale,19-10-2023,Not Closed,LMS,LMS
593118,11-07-2023,73,20-10-2023,Legal Marketing Services,Post Completion Team,Gina Fryer,Head Office,Conveyancing - Purchase,19-10-2023,Not Closed,LMS,LMS
593283,12-07-2023,72,20-10-2023,Legal Marketing Services,purchasepostcompletion@lpropertylawyers.co.uk,Post Completion Team,Head Office,Conveyancing - Purchase,13-10-2023,Not Closed,LMS,LMS
593463,12-07-2023,72,20-10-2023,ULS,Post Completion Team,Samantha Williams,Head Office,Conveyancing - Purchase,20-10-2023,Not Closed,E Conveyancer ,ULS
593818,13-07-2023,71,20-10-2023,SortRefer,Luke  Warrior,Luke  Warrior,Head Office,Conveyancing - Purchase,17-10-2023,Not Closed,Sort Refer,SortRefer
594088,13-07-2023,71,20-10-2023,,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Direct Property Lawyers (Skipton),Skipton Building Society
596121,18-07-2023,68,20-10-2023,Lifetime Legal,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,20-10-2023,Not Closed,Lifetime Legal,Lifetime Legal
596920,19-07-2023,67,20-10-2023,Value Conveyancer One,Post Completion Team,Support 6,Head Office,Conveyancing - Purchase,20-10-2023,Not Closed,Value Conveyancer One,Value Conveyancer
596964,19-07-2023,67,20-10-2023,ULS,Post Completion Team,Gina Fryer,Head Office,Conveyancing - Purchase,18-09-2023,Not Closed,E Conveyancer ,ULS
597892,21-07-2023,65,20-10-2023,ULS,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS
598225,24-07-2023,64,20-10-2023,BM,Post Completion Team,Ramya Wijewardana,Head Office,Conveyancing - Purchase,19-10-2023,Not Closed,BM ,BM
598284,24-07-2023,64,20-10-2023,BM,Charlotte Vining,Charlotte Vining,Head Office,Conveyancing - Purchase,19-10-2023,Not Closed,BM ,BM
598687,25-07-2023,63,20-10-2023,SortRefer,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer
599727,27-07-2023,61,20-10-2023,Conveyancer Plus,Simona Ralyte,Simona Ralyte,Head Office,Conveyancing - Purchase,19-10-2023,Not Closed,Conveyancer Plus,Conveyancer Plus
601251,01-08-2023,58,20-10-2023,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal
602319,03-08-2023,56,20-10-2023,Legal Marketing Services,Dane  Hughes,Dane  Hughes,Head Office,Conveyancing - Purchase,19-10-2023,Not Closed,LMS,LMS
602465,03-08-2023,56,20-10-2023,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal
605015,11-08-2023,50,20-10-2023,Direct,Dane  Hughes,Dane  Hughes,Head Office,Conveyancing - Purchase,20-10-2023,Not Closed,Main Fees,
605164,11-08-2023,50,20-10-2023,SortRefer,Bradley Hayes,Bradley Hayes,Head Office,Conveyancing - Purchase,N/A,Not Closed,Sort Refer,SortRefer
616365,14-08-2023,49,20-10-2023,ULS,Charlotte Vining,Charlotte Vining,Head Office,Conveyancing - Purchase,N/A,Not Closed,E Conveyancer ,ULS
617573,16-08-2023,47,20-10-2023,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,N/A,Not Closed,E Conveyancer ,ULS
620411,24-08-2023,41,20-10-2023,CAL Integration,Post Completion Team,Sharia Murphy,Head Office,Conveyancing - Purchase,17-10-2023,Not Closed,Conveyancing Alliance,CAL
621383,30-08-2023,37,20-10-2023,Value Conveyancer One,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,20-10-2023,Not Closed,Value Conveyancer One,Value Conveyancer
624556,07-09-2023,31,20-10-2023,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal
624558,07-09-2023,31,20-10-2023,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal
624598,08-09-2023,30,20-10-2023,Movin Legal,Post Completion Team,remopostcompletion@lpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal
