Case ID,Case created on,Days Between Start & Completion,Completion Date,Property Tenure,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days),Quill Reference
718492,08/04/2024,94,16/08/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,12/08/2024,Not Closed,E Conveyancer ,ULS,134,718492
719679,09/04/2024,93,16/08/2024,Freehold,Legal Marketing Services,Post Completion Team,salepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Sale,09/08/2024,Not Closed,LMS,LMS,133,719679
721547,15/04/2024,89,16/08/2024,Freehold,CAL Integration,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Purchase,16/08/2024,Not Closed,Conveyancing Alliance,CAL,127,721547
721593,15/04/2024,89,16/08/2024,Freehold,Panel: Local Conveyancing Quote,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,16/08/2024,Not Closed,LCQ,Local Conveyancing Quote,127,721593
721913,15/04/2024,89,16/08/2024,Freehold,Conveyancing Calculator Plugin,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,16/08/2024,Not Closed,Main Fees,,127,721913
722441,16/04/2024,88,16/08/2024,Freehold,Legal Marketing Services,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Sale,01/08/2024,Not Closed,LMS,LMS,126,722441
722503,16/04/2024,88,16/08/2024,Freehold,Legal Marketing Services,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Purchase,02/08/2024,Not Closed,LMS,LMS,126,722503
722543,16/04/2024,88,16/08/2024,Freehold,Legal Marketing Services,Post Completion Team,salepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Sale,16/08/2024,Not Closed,LMS,LMS,126,722543
723998,19/04/2024,85,16/08/2024,Leasehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,16/08/2024,Not Closed,E Conveyancer ,ULS,123,723998
729556,23/04/2024,83,16/08/2024,Freehold,Conveyancing Calculator Plugin,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Main Fees,,119,
730785,25/04/2024,81,16/08/2024,Freehold,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,16/08/2024,Not Closed,LMS,LMS,117,730785
732323,29/04/2024,79,16/08/2024,Leasehold,CAL Integration,Post Completion Team,salepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Sale,15/08/2024,Not Closed,Conveyancing Alliance,CAL,113,732323
733254,01/05/2024,77,16/08/2024,Freehold,Legal Marketing Services,Sonia Bains,Sonia Bains,Head Office,Conveyancing - Purchase,N/A,Not Closed,LMS,LMS,111,
752529,07/05/2024,73,16/08/2024,Freehold,,George  Bokuchava,George  Bokuchava,Head Office,Conveyancing - Purchase,17/07/2024,Not Closed,Main Fees,,105,752529
754024,10/05/2024,70,16/08/2024,Freehold,BM,Post Completion Team,Jason  Smith,Head Office,Conveyancing - Purchase,14/08/2024,Not Closed,BM ,BM,102,
754709,13/05/2024,69,16/08/2024,Freehold,ULS,Post Completion Team,salepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Sale,16/08/2024,Not Closed,E Conveyancer ,ULS,99,754709
756370,16/05/2024,66,16/08/2024,,SortRefer,Post Completion Team,Janet Slattery,Head Office,Conveyancing - Purchase,N/A,Not Closed,Sort Refer,SortRefer,96,756370
756784,17/05/2024,65,16/08/2024,Leasehold,CAL Integration,Post Completion Team,salepostcompletion@leadingpropertylawyers.co.uk,Head Office,Conveyancing - Sale,14/08/2024,Not Closed,Conveyancing Alliance,CAL,95,756784
758936,22/05/2024,62,16/08/2024,Leasehold,ULS,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,E Conveyancer ,ULS,90,758936
759041,22/05/2024,62,16/08/2024,Freehold,ULS,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Purchase,16/08/2024,Not Closed,E Conveyancer ,ULS,90,
759754,23/05/2024,61,16/08/2024,Freehold,Panel: Local Conveyancing Quote,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,26/07/2024,Not Closed,LCQ Cherry Mortgages,Local Conveyancing Quote,89,
761047,29/05/2024,57,16/08/2024,Leasehold,CAL Integration,Post Completion Team,Support 9,Head Office,Conveyancing - Purchase,N/A,Not Closed,Conveyancing Alliance,CAL,83,761047
761092,29/05/2024,57,16/08/2024,Freehold,Panel: Local Conveyancing Quote,Charlie Wood,Charlie Wood,Head Office,Remortgage,N/A,Not Closed,LCQ,Local Conveyancing Quote,83,761092
761481,29/05/2024,57,16/08/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,13/08/2024,Not Closed,E Conveyancer ,ULS,83,761481
762232,31/05/2024,55,16/08/2024,Freehold,CAL Integration,Post Completion Team,Gina Fryer,Head Office,Conveyancing - Purchase,15/08/2024,Not Closed,Conveyancing Alliance,CAL,81,762232
763177,03/06/2024,54,16/08/2024,Freehold,CAL Integration,Post Completion Team,Angela Hall,Head Office,Conveyancing - Purchase,16/08/2024,Not Closed,Conveyancing Alliance,CAL,78,763177
764769,06/06/2024,51,16/08/2024,Freehold,SortRefer,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,75,764769
765152,06/06/2024,51,16/08/2024,Freehold,CAL Integration,Clare Miller,Clare Miller,Head Office,Conveyancing - Purchase,14/08/2024,Not Closed,Conveyancing Alliance,CAL,75,765152
769794,18/06/2024,43,16/08/2024,Freehold,CAL Integration,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,16/08/2024,Not Closed,Conveyancing Alliance,CAL,63,769794
770833,20/06/2024,41,16/08/2024,Freehold,Panel: More Financial,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,More Financial,More Financial,61,
773743,27/06/2024,36,16/08/2024,Freehold,United Legal Services,Post Completion Team,Gina Fryer,Head Office,Conveyancing - Purchase,16/08/2024,Not Closed,BM ,BM,54,773743
842587,02/07/2024,33,16/08/2024,Leasehold,SortRefer,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Sort Refer,SortRefer,49,842587
846176,10/07/2024,27,16/08/2024,Freehold,Movin Legal,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Movin Legal,Movin Legal,41,846176
854750,22/07/2024,19,16/08/2024,Freehold,CAL Integration,Post Completion Team,remopostcompletion@leadingpropertylawyers.co.uk,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,29,854750
856163,25/07/2024,16,16/08/2024,Freehold,Movin Legal,Post Completion Team,Support 3,Head Office,Remortgage,N/A,On Hold,Movin Legal,Movin Legal,26,856163
