Case ID,Case created on,Days Between Start & Completion,Completion Date,Property Tenure,Source of Person,Fee Earner,Case Worker,Branch,Case Type,Exchange Date,Case Status,Quote Calculator,Referrer Company,Case age (Days),Quill Reference
681775,19/01/2024,135,26/07/2024,Freehold,ULS,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,23/07/2024,Not Closed,E Conveyancer ,ULS,193,681775
681879,19/01/2024,135,26/07/2024,Freehold,ULS,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,25/07/2024,Not Closed,E Conveyancer ,ULS,193,681879
683754,24/01/2024,132,26/07/2024,Leasehold,ULS,Post Completion Team,Outsource Post Completion,Head Office,Conveyancing - Purchase,26/07/2024,Not Closed,E Conveyancer ,ULS,188,683754
685760,30/01/2024,128,26/07/2024,Freehold,SortRefer,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,10/07/2024,Not Closed,Sort Refer,SortRefer,182,685760
686567,01/02/2024,126,26/07/2024,Leasehold,CAL Integration,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,19/07/2024,Not Closed,Conveyancing Alliance,CAL,180,686567
686724,01/02/2024,126,26/07/2024,Leasehold,Conveyancing Calculator Plugin,Amy  Sutton,Amy  Sutton,Head Office,Conveyancing - Purchase,25/07/2024,Not Closed,Main Fees,,180,686724
687541,05/02/2024,124,26/07/2024,Freehold,Conveyancing Calculator Plugin,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,24/07/2024,Not Closed,Main Fees,,176,687541
687996,05/02/2024,124,26/07/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,25/07/2024,Not Closed,E Conveyancer ,ULS,176,687996
689315,08/02/2024,121,26/07/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,22/07/2024,Not Closed,E Conveyancer ,ULS,173,689315
690135,09/02/2024,120,26/07/2024,Leasehold,Conveyancing Plus ,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,17/07/2024,Not Closed,Conveyancer Plus,Conveyancer Plus,172,690135
690488,12/02/2024,119,26/07/2024,Freehold,Panel: Local Conveyancing Quote,Johnathon  Wright,Johnathon  Wright,Head Office,Conveyancing - Purchase,N/A,Not Closed,LCQ,Local Conveyancing Quote,169,690488
691429,14/02/2024,117,26/07/2024,Freehold,ULS,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Purchase,11/07/2024,Not Closed,E Conveyancer ,ULS,167,691429
696220,26/02/2024,109,26/07/2024,Freehold,CAL Integration,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,19/07/2024,Not Closed,Conveyancing Alliance,CAL,155,696220
696583,27/02/2024,108,26/07/2024,Leasehold,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,N/A,Not Closed,E Conveyancer ,ULS,154,696583
697348,28/02/2024,107,26/07/2024,Leasehold,SortRefer,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,25/07/2024,Not Closed,Sort Refer,SortRefer,153,697348
697793,29/02/2024,106,26/07/2024,Freehold,ULS,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,22/07/2024,Not Closed,E Conveyancer ,ULS,152,697793
697819,29/02/2024,106,26/07/2024,Leasehold,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,25/07/2024,Not Closed,LMS,LMS,152,697819
698873,04/03/2024,104,26/07/2024,Leasehold,CP Really Moving,Dane  Hughes,Dane  Hughes,Head Office,Conveyancing - Sale,25/07/2024,Not Closed,Conveyancer Plus Really Moving,Conveyancer Plus,148,698873
700065,06/03/2024,102,26/07/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,11/07/2024,Not Closed,E Conveyancer ,ULS,146,700065
700553,07/03/2024,101,26/07/2024,Freehold,ULS,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,22/07/2024,Not Closed,E Conveyancer ,ULS,145,700553
701295,08/03/2024,100,26/07/2024,Freehold,Legal Marketing Services,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Purchase,15/07/2024,Not Closed,LMS,LMS,144,701295
711743,19/03/2024,93,26/07/2024,Freehold,SortRefer,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Purchase,12/07/2024,Not Closed,Sort Refer,SortRefer,133,711743
711803,19/03/2024,93,26/07/2024,Freehold,Legal Marketing Services,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Purchase,16/07/2024,Not Closed,LMS,LMS,133,711803
712496,20/03/2024,92,26/07/2024,Freehold,CAL Integration,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,23/07/2024,Not Closed,Conveyancing Alliance,CAL,132,712496
712650,21/03/2024,91,26/07/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,23/07/2024,Not Closed,E Conveyancer ,ULS,131,712650
713269,22/03/2024,90,26/07/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,27/06/2024,Not Closed,E Conveyancer ,ULS,130,713269
713772,25/03/2024,89,26/07/2024,Freehold,ULS,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,25/07/2024,Not Closed,E Conveyancer ,ULS,127,713772
713894,25/03/2024,89,26/07/2024,Freehold,Legal Marketing Services,Post Completion Team,Janet Slattery,Head Office,Conveyancing - Purchase,N/A,Not Closed,LMS,LMS,127,713894
714310,26/03/2024,88,26/07/2024,Leasehold,Direct,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,23/07/2024,Not Closed,Main Fees,,126,714310
714372,26/03/2024,88,26/07/2024,Leasehold,CP Really Moving,Nicolas Foy,Nicolas Foy,Head Office,Conveyancing - Purchase,23/07/2024,Not Closed,Conveyancer Plus Really Moving,Conveyancer Plus,126,714372
714375,26/03/2024,88,26/07/2024,Freehold,CP Really Moving,Nicolas Foy,Nicolas Foy,Head Office,Conveyancing - Sale,23/07/2024,Not Closed,Conveyancer Plus Really Moving,Conveyancer Plus,126,714375
714781,27/03/2024,87,26/07/2024,Freehold,Direct,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,23/07/2024,Not Closed,Main Fees,,125,714781
716125,02/04/2024,83,26/07/2024,Freehold,CAL Integration,Gemma Calcott,Gemma Calcott,Head Office,Conveyancing - Purchase,N/A,Not Closed,Conveyancing Alliance,CAL,119,716125
716127,02/04/2024,83,26/07/2024,Leasehold,CAL Integration,Gemma Calcott,Gemma Calcott,Head Office,Conveyancing - Sale,N/A,Not Closed,Conveyancing Alliance,CAL,119,716127
717662,04/04/2024,81,26/07/2024,Freehold,ULS,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,28/06/2024,Not Closed,E Conveyancer ,ULS,117,717662
718222,05/04/2024,80,26/07/2024,Leasehold,,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,24/07/2024,Not Closed,LMS,LMS,116,718222
718245,05/04/2024,80,26/07/2024,Freehold,CP Really Moving,Dane  Hughes,Dane  Hughes,Head Office,Conveyancing - Purchase,25/07/2024,Not Closed,Conveyancer Plus Really Moving,Conveyancer Plus,116,718245
719593,09/04/2024,78,26/07/2024,Freehold,Conveyancing Calculator Plugin,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,23/07/2024,Not Closed,Main Fees,,112,719593
720659,11/04/2024,76,26/07/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,25/07/2024,Not Closed,E Conveyancer ,ULS,110,
721905,15/04/2024,74,26/07/2024,Freehold,Legal Marketing Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,26/07/2024,Not Closed,LMS,LMS,106,721905
722249,16/04/2024,73,26/07/2024,Freehold,ULS,Charley Hutchinson,Charley Hutchinson,Head Office,Conveyancing - Purchase,22/07/2024,Not Closed,E Conveyancer ,ULS,105,722249
723010,17/04/2024,72,26/07/2024,Freehold,SortRefer,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,26/07/2024,Not Closed,Sort Refer,SortRefer,104,
723905,19/04/2024,70,26/07/2024,Leasehold,CAL Integration,Nicolas Foy,Nicolas Foy,Head Office,Conveyancing - Purchase,23/07/2024,Not Closed,Conveyancing Alliance,CAL,102,723905
724216,19/04/2024,70,26/07/2024,Freehold,Legal Marketing Services,Post Completion Team,Outsource Post Completion,Head Office,Conveyancing - Purchase,11/07/2024,Not Closed,LMS,LMS,102,724216
729268,22/04/2024,69,26/07/2024,Freehold,Panel: Abacus Mortgages,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,N/A,Not Closed,Abacus Mortgages ,Abacus Mortgages,99,729268
729414,22/04/2024,69,26/07/2024,Freehold,ULS,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,17/07/2024,Not Closed,E Conveyancer ,ULS,99,729414
729532,23/04/2024,68,26/07/2024,Freehold,Conveyancing Calculator Plugin,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,25/07/2024,Not Closed,Main Fees,,98,
729805,23/04/2024,68,26/07/2024,Leasehold,SortRefer,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,25/07/2024,Not Closed,Sort Refer,SortRefer,98,
729852,23/04/2024,68,26/07/2024,Freehold,SortRefer,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,25/07/2024,Not Closed,Sort Refer,SortRefer,98,
730028,23/04/2024,68,26/07/2024,Freehold,United Legal Services,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,N/A,Not Closed,BM ,BM,98,730028
730502,24/04/2024,67,26/07/2024,Freehold,Movin Legal,Johnathon  Wright,Johnathon  Wright,Head Office,Conveyancing - Purchase,N/A,Not Closed,Movin Legal,Movin Legal,97,
730713,24/04/2024,67,26/07/2024,Freehold,Thornley Groves,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,19/07/2024,Not Closed,Thornley Groves,Thornley Groves,97,730713
733157,30/04/2024,63,26/07/2024,Leasehold,Thornley Groves,George  Bokuchava,George  Bokuchava,Head Office,Conveyancing - Purchase,19/07/2024,Not Closed,Thornley Groves,Thornley Groves,91,733157
733678,01/05/2024,62,26/07/2024,Freehold,CAL Integration,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,28/06/2024,Not Closed,Conveyancing Alliance,CAL,90,
751241,02/05/2024,61,26/07/2024,Freehold,SortRefer,Post Completion Team,salepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Sale,23/07/2024,Not Closed,Sort Refer,SortRefer,89,751241
751243,02/05/2024,61,26/07/2024,Freehold,SortRefer,Post Completion Team,Outsource Post Completion,Head Office,Conveyancing - Purchase,23/07/2024,Not Closed,Sort Refer,SortRefer,89,751243
753076,08/05/2024,57,26/07/2024,Freehold,United Legal Services,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,23/07/2024,Not Closed,BM ,BM,83,
753327,09/05/2024,56,26/07/2024,Freehold,United Legal Services,Post Completion Team,Jason  Smith,Head Office,Conveyancing - Purchase,15/07/2024,Not Closed,BM ,BM,82,753327
753922,10/05/2024,55,26/07/2024,Freehold,SortRefer,Post Completion Team,Support 3,Head Office,Remortgage,N/A,On Hold,Sort Refer,SortRefer,81,753922
754880,13/05/2024,54,26/07/2024,,SortRefer,Post Completion Team,Angela Hall,Head Office,Conveyancing - Purchase,N/A,Not Closed,Sort Refer,SortRefer,78,754880
755098,14/05/2024,53,26/07/2024,Leasehold,Movin Legal,Post Completion Team,Support 3,Head Office,Remortgage,N/A,On Hold,Movin Legal,Movin Legal,77,
755385,14/05/2024,53,26/07/2024,Freehold,Conveyancing Calculator Plugin,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,26/07/2024,Not Closed,Main Fees,,77,
756271,16/05/2024,51,26/07/2024,,CAL Integration,Alice Francisco,Alice Francisco,Head Office,Conveyancing - Purchase,25/07/2024,Not Closed,Conveyancing Alliance,CAL,75,756271
757061,17/05/2024,50,26/07/2024,Freehold,Value Conveyancer One,Post Completion Team,Support 2,Head Office,Conveyancing - Purchase,12/07/2024,Not Closed,Value Conveyancer One,Value Conveyancer,74,
758359,21/05/2024,48,26/07/2024,Leasehold,Conveyancing Plus ,Charlotte Vining,Charlotte Vining,Head Office,Conveyancing - Purchase,16/07/2024,Not Closed,Main Fees,,70,
758530,21/05/2024,48,26/07/2024,Freehold,United Legal Services,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,23/07/2024,Not Closed,E Conveyancer ,BM,70,758530
759595,23/05/2024,46,26/07/2024,Freehold,Legal Marketing Services,Post Completion Team,purchasepostcompletion@lpropertylawyers.co.uk,Head Office,Conveyancing - Purchase,24/07/2024,Not Closed,LMS,LMS,68,759595
760055,24/05/2024,45,26/07/2024,Freehold,CAL Integration,Susan Burrell,Susan Burrell,Head Office,Remortgage,N/A,Not Closed,Conveyancing Alliance,CAL,67,760055
767378,12/06/2024,32,26/07/2024,Freehold,CAL Integration,Post Completion Team,Support 3,Head Office,Remortgage,N/A,On Hold,Conveyancing Alliance,CAL,48,767378
770204,19/06/2024,27,26/07/2024,Freehold,TM Connect,Post Completion Team,Support 6,Head Office,Remortgage,N/A,On Hold,Sequence re-mortgage STANDARD (CDPL Limited) ,Conveyancing Direct Property Law ,41,
843277,03/07/2024,17,26/07/2024,Leasehold,Movin Legal,Post Completion Team,Support 3,Head Office,Remortgage,N/A,On Hold,Movin Legal,Movin Legal,27,843277
